counter_id,trade_date,open_mwk,high_mwk,low_mwk,close_mwk,volume
MWNBS0010105,2025-06-18,500.01,541.02,510.0,539.51,417509.0
MWNICO010014,2025-06-18,776.36,776.37,776.37,776.37,35396.0
MWNITL010091,2025-06-18,820.03,,,820.03,0.0
ZAE000255360,2025-06-18,2500.03,,,2500.03,0.0
MWPCL0010053,2025-06-18,3999.98,,,3999.98,0.0
MWSTD0010041,2025-06-18,10938.2,11000.0,10950.01,10999.54,153415.0
MWSTL0010085,2025-06-18,350.01,,,350.01,0.0
MWTNM0010126,2025-06-18,23.01,23.05,23.03,23.04,452804.0
MWAIRT001156,2025-06-17,127.77,127.74,127.6,127.64,153246.0
MWBHL0010029,2025-06-17,14.51,14.51,14.51,14.51,713.0
MWFDHB001166,2025-06-17,314.0,314.0,313.99,313.99,708039.0
MWFMB0010138,2025-06-17,1000.02,1000.03,1000.03,1000.03,35088.0
MWICON001146,2025-06-17,17.95,17.95,17.94,17.94,3262.0
MWILLV010032,2025-06-17,1791.37,1791.36,1791.35,1791.36,18297.0
MWMPI0010116,2025-06-17,19.01,,,19.01,0.0
MWNBM0010074,2025-06-17,6200.26,6200.27,6200.26,6200.27,21010.0
MWNBS0010105,2025-06-17,470.51,510.0,500.0,500.01,1229042.0
MWNICO010014,2025-06-17,776.37,776.37,776.36,776.36,455134.0
MWNITL010091,2025-06-17,820.03,,,820.03,0.0
ZAE000255360,2025-06-17,2500.03,,,2500.03,0.0
MWPCL0010053,2025-06-17,3999.98,3999.99,3999.97,3999.98,1013.0
MWSTD0010041,2025-06-17,9511.51,10938.24,10938.24,10938.24,28.0
MWSTL0010085,2025-06-17,350.01,,,350.01,0.0
MWTNM0010126,2025-06-17,23.04,23.04,22.99,23.01,237873.0
MWAIRT001156,2025-06-16,127.79,127.77,127.76,127.77,1835.0
MWBHL0010029,2025-06-16,14.51,14.51,14.51,14.51,3019.0
MWFDHB001166,2025-06-16,314.0,314.0,313.99,314.0,75807.0
MWFMB0010138,2025-06-16,1000.01,1000.03,1000.01,1000.02,272311.0
MWICON001146,2025-06-16,17.95,17.95,17.95,17.95,2429.0
MWILLV010032,2025-06-16,1791.38,1791.37,1791.37,1791.37,275.0
MWMPI0010116,2025-06-16,19.01,,,19.01,0.0
MWNBM0010074,2025-06-16,6200.27,6200.27,6200.25,6200.26,7923.0
MWNBS0010105,2025-06-16,469.27,500.0,469.29,470.51,25221.0
MWNICO010014,2025-06-16,748.66,776.37,776.37,776.37,1866.0
MWNITL010091,2025-06-16,820.02,820.03,820.03,820.03,5050.0
ZAE000255360,2025-06-16,2500.03,,,2500.03,0.0
MWPCL0010053,2025-06-16,3999.98,3999.98,3999.98,3999.98,493.0
MWSTD0010041,2025-06-16,9511.51,,,9511.51,0.0
MWSTL0010085,2025-06-16,350.01,,,350.01,0.0
MWTNM0010126,2025-06-16,23.04,23.04,23.0,23.04,814058.0
MWAIRT001156,2025-06-13,127.85,127.79,127.79,127.79,4562.0
MWBHL0010029,2025-06-13,14.51,14.51,14.51,14.51,33998.0
MWFDHB001166,2025-06-13,314.0,314.0,313.99,314.0,206765.0
MWFMB0010138,2025-06-13,1000.01,,,1000.01,0.0
MWICON001146,2025-06-13,17.95,17.95,17.95,17.95,541.0
MWILLV010032,2025-06-13,1791.38,1791.38,1791.37,1791.38,6149.0
MWMPI0010116,2025-06-13,19.01,,,19.01,0.0
MWNBM0010074,2025-06-13,6200.26,6200.28,6200.25,6200.27,2066.0
MWNBS0010105,2025-06-13,408.07,469.28,469.26,469.27,38957.0
MWNICO010014,2025-06-13,725.64,776.36,725.01,748.66,30804.0
MWNITL010091,2025-06-13,820.0,820.02,820.02,820.02,14849.0
ZAE000255360,2025-06-13,2500.03,,,2500.03,0.0
MWPCL0010053,2025-06-13,3999.99,3999.99,3999.98,3999.98,156.0
MWSTD0010041,2025-06-13,9511.51,,,9511.51,0.0
MWSTL0010085,2025-06-13,350.01,,,350.01,0.0
MWTNM0010126,2025-06-13,22.99,23.04,23.04,23.04,130887.0
MWAIRT001156,2025-06-12,127.87,127.86,127.8,127.85,728866.0
MWBHL0010029,2025-06-12,14.52,14.51,14.51,14.51,33464.0
MWFDHB001166,2025-06-12,314.0,314.0,313.98,314.0,693492.0
MWFMB0010138,2025-06-12,1000.01,1000.02,1000.01,1000.01,3861.0
MWICON001146,2025-06-12,17.95,17.95,17.95,17.95,15416.0
MWILLV010032,2025-06-12,1791.39,1791.38,1791.38,1791.38,31483.0
MWMPI0010116,2025-06-12,19.01,19.01,19.01,19.01,12263.0
MWNBM0010074,2025-06-12,6200.23,6200.26,6200.26,6200.26,400.0
MWNBS0010105,2025-06-12,408.05,408.07,408.06,408.07,35746.0
MWNICO010014,2025-06-12,716.77,776.37,725.0,725.64,771689.0
MWNITL010091,2025-06-12,820.0,,,820.0,0.0
ZAE000255360,2025-06-12,2500.03,,,2500.03,0.0
MWPCL0010053,2025-06-12,3999.99,,,3999.99,0.0
MWSTD0010041,2025-06-12,9511.0,9511.51,9511.51,9511.51,2136.0
MWSTL0010085,2025-06-12,350.01,,,350.01,0.0
MWTNM0010126,2025-06-12,22.99,,,22.99,0.0
MWAIRT001156,2025-06-11,127.87,127.87,127.86,127.87,68432.0
MWBHL0010029,2025-06-11,14.52,,,14.52,0.0
MWFDHB001166,2025-06-11,313.77,314.0,313.99,314.0,69714.0
MWFMB0010138,2025-06-11,980.85,1000.03,1000.0,1000.01,266282.0
MWICON001146,2025-06-11,17.95,,,17.95,0.0
MWILLV010032,2025-06-11,1791.37,1791.39,1791.39,1791.39,8400.0
MWMPI0010116,2025-06-11,19.01,,,19.01,0.0
MWNBM0010074,2025-06-11,6200.22,6200.24,6200.22,6200.23,5273.0
MWNBS0010105,2025-06-11,357.32,408.05,408.05,408.05,50000.0
MWNICO010014,2025-06-11,776.37,776.38,700.0,716.77,122621.0
MWNITL010091,2025-06-11,820.0,820.0,820.0,820.0,10000.0
ZAE000255360,2025-06-11,2500.03,,,2500.03,0.0
MWPCL0010053,2025-06-11,3999.98,3999.99,3999.99,3999.99,78.0
MWSTD0010041,2025-06-11,9510.01,9511.0,9511.0,9511.0,100.0
MWSTL0010085,2025-06-11,350.01,,,350.01,0.0
MWTNM0010126,2025-06-11,23.0,23.0,22.99,22.99,904.0
MWAIRT001156,2025-06-10,127.91,127.9,127.87,127.87,47783.0
MWBHL0010029,2025-06-10,14.52,,,14.52,0.0
MWFDHB001166,2025-06-10,313.38,314.0,313.36,313.77,1032520.0
MWFMB0010138,2025-06-10,885.11,999.97,904.45,980.85,82354.0
MWICON001146,2025-06-10,17.95,17.95,17.95,17.95,36376.0
MWILLV010032,2025-06-10,1791.37,1791.38,1791.37,1791.37,27216.0
MWMPI0010116,2025-06-10,19.01,19.01,19.01,19.01,13516.0
MWNBM0010074,2025-06-10,6200.21,6200.22,6200.22,6200.22,104.0
MWNBS0010105,2025-06-10,355.21,408.04,355.23,357.32,674842.0
MWNICO010014,2025-06-10,776.38,776.38,776.37,776.37,67957.0
MWNITL010091,2025-06-10,820.0,820.0,820.0,820.0,119794.0
ZAE000255360,2025-06-10,2500.03,2500.03,2500.03,2500.03,262.0
MWPCL0010053,2025-06-10,3999.98,3999.98,3999.98,3999.98,18.0
MWSTD0010041,2025-06-10,9510.01,,,9510.01,0.0
MWSTL0010085,2025-06-10,350.01,,,350.01,0.0
MWTNM0010126,2025-06-10,23.0,23.0,22.99,23.0,201906.0
MWAIRT001156,2025-06-06,127.93,127.93,127.89,127.91,82022.0
MWBHL0010029,2025-06-06,14.55,14.52,14.52,14.52,11670.0
MWFDHB001166,2025-06-06,313.39,313.39,313.37,313.38,74414.0
MWFMB0010138,2025-06-06,904.43,988.86,885.0,885.11,401917.0
MWICON001146,2025-06-06,17.95,17.95,17.95,17.95,1086.0
MWILLV010032,2025-06-06,1791.37,1791.37,1791.37,1791.37,124.0
MWMPI0010116,2025-06-06,19.0,19.01,19.01,19.01,1540.0
MWNBM0010074,2025-06-06,6200.2,6200.21,6200.21,6200.21,1133.0
MWNBS0010105,2025-06-06,355.15,355.24,355.2,355.21,240471.0
MWNICO010014,2025-06-06,776.39,776.39,776.38,776.38,45566.0
MWNITL010091,2025-06-06,820.0,820.0,820.0,820.0,72340.0
ZAE000255360,2025-06-06,2500.03,,,2500.03,0.0
MWPCL0010053,2025-06-06,3999.98,3999.98,3999.98,3999.98,80.0
MWSTD0010041,2025-06-06,9510.01,,,9510.01,0.0
MWSTL0010085,2025-06-06,350.01,,,350.01,0.0
MWTNM0010126,2025-06-06,22.99,23.0,22.98,23.0,312581.0
MWAIRT001156,2025-06-05,127.94,127.94,127.93,127.93,2945.0
MWBHL0010029,2025-06-05,14.55,14.55,14.55,14.55,5000.0
MWFDHB001166,2025-06-05,313.46,313.44,313.38,313.39,137123.0
MWFMB0010138,2025-06-05,904.42,904.43,904.43,904.43,2760.0
MWICON001146,2025-06-05,17.95,,,17.95,0.0
MWILLV010032,2025-06-05,1791.37,1791.37,1791.37,1791.37,105.0
MWMPI0010116,2025-06-05,19.0,,,19.0,0.0
MWNBM0010074,2025-06-05,6200.19,6200.2,6200.19,6200.2,359.0
MWNBS0010105,2025-06-05,355.09,355.21,355.13,355.15,38051.0
MWNICO010014,2025-06-05,776.39,776.39,776.39,776.39,8077.0
MWNITL010091,2025-06-05,715.22,820.0,820.0,820.0,22496.0
ZAE000255360,2025-06-05,2500.03,,,2500.03,0.0
MWPCL0010053,2025-06-05,3999.97,3999.98,3999.97,3999.98,3850.0
MWSTD0010041,2025-06-05,9510.01,,,9510.01,0.0
MWSTL0010085,2025-06-05,350.01,,,350.01,0.0
MWTNM0010126,2025-06-05,22.99,22.99,22.98,22.99,220806.0
MWAIRT001156,2025-06-04,127.92,127.94,127.93,127.94,2815.0
MWBHL0010029,2025-06-04,14.56,14.55,14.55,14.55,58900.0
MWFDHB001166,2025-06-04,313.51,313.47,313.44,313.46,58722.0
MWFMB0010138,2025-06-04,904.42,904.42,904.42,904.42,1105.0
MWICON001146,2025-06-04,17.95,,,17.95,0.0
MWILLV010032,2025-06-04,1791.38,1791.38,1791.37,1791.37,1433.0
MWMPI0010116,2025-06-04,19.0,,,19.0,0.0
MWNBM0010074,2025-06-04,6200.17,6200.19,6200.19,6200.19,190.0
MWNBS0010105,2025-06-04,355.01,355.1,355.08,355.09,85389.0
MWNICO010014,2025-06-04,776.39,776.39,776.39,776.39,475.0
MWNITL010091,2025-06-04,715.22,,,715.22,0.0
ZAE000255360,2025-06-04,2500.03,,,2500.03,0.0
MWPCL0010053,2025-06-04,3999.97,3999.97,3999.97,3999.97,36.0
MWSTD0010041,2025-06-04,9510.01,,,9510.01,0.0
MWSTL0010085,2025-06-04,350.01,,,350.01,0.0
MWTNM0010126,2025-06-04,22.98,22.99,22.99,22.99,18802.0
MWAIRT001156,2025-06-03,127.96,127.96,127.92,127.92,81490.0
MWBHL0010029,2025-06-03,14.56,14.56,14.55,14.56,346124.0
MWFDHB001166,2025-06-03,313.57,313.54,313.48,313.51,35635.0
MWFMB0010138,2025-06-03,904.09,988.86,900.03,904.42,62283.0
MWICON001146,2025-06-03,17.95,17.95,17.95,17.95,1651.0
MWILLV010032,2025-06-03,1791.4,1791.39,1791.38,1791.38,1160.0
MWMPI0010116,2025-06-03,19.0,,,19.0,0.0
MWNBM0010074,2025-06-03,6200.16,6200.18,6200.16,6200.17,15570.0
MWNBS0010105,2025-06-03,344.0,355.04,355.0,355.01,278637.0
MWNICO010014,2025-06-03,776.4,776.39,776.38,776.39,10116.0
MWNITL010091,2025-06-03,715.22,,,715.22,0.0
ZAE000255360,2025-06-03,2500.03,,,2500.03,0.0
MWPCL0010053,2025-06-03,3999.97,3999.97,3999.97,3999.97,123.0
MWSTD0010041,2025-06-03,9510.0,9510.01,9510.01,9510.01,3000.0
MWSTL0010085,2025-06-03,350.01,,,350.01,0.0
MWTNM0010126,2025-06-03,22.99,22.99,22.98,22.98,23085.0
MWAIRT001156,2025-06-02,127.95,127.97,127.96,127.96,84994.0
MWBHL0010029,2025-06-02,14.56,,,14.56,0.0
MWFDHB001166,2025-06-02,313.59,313.58,313.54,313.57,19922.0
MWFMB0010138,2025-06-02,988.86,988.86,900.01,904.09,4311.0
MWICON001146,2025-06-02,17.95,17.95,17.95,17.95,8190.0
MWILLV010032,2025-06-02,1791.39,1791.4,1791.4,1791.4,227.0
MWMPI0010116,2025-06-02,19.0,,,19.0,0.0
MWNBM0010074,2025-06-02,6200.12,6200.16,6200.15,6200.16,2548.0
MWNBS0010105,2025-06-02,338.65,344.0,344.0,344.0,5000.0
MWNICO010014,2025-06-02,776.41,776.4,776.39,776.4,13793.0
MWNITL010091,2025-06-02,715.22,715.22,715.22,715.22,2500.0
ZAE000255360,2025-06-02,2500.03,,,2500.03,0.0
MWPCL0010053,2025-06-02,3999.97,,,3999.97,0.0
MWSTD0010041,2025-06-02,9510.0,,,9510.0,0.0
MWSTL0010085,2025-06-02,350.01,,,350.01,0.0
MWTNM0010126,2025-06-02,22.98,22.99,22.98,22.99,326393.0
MWAIRT001156,2025-05-30,127.92,127.95,127.94,127.95,536524.0
MWBHL0010029,2025-05-30,14.55,14.56,14.56,14.56,8000.0
MWFDHB001166,2025-05-30,313.67,313.63,313.57,313.59,522530.0
MWFMB0010138,2025-05-30,985.53,999.97,900.0,988.86,33579.0
MWICON001146,2025-05-30,17.95,17.95,17.95,17.95,3102.0
MWILLV010032,2025-05-30,1791.4,1791.4,1791.39,1791.39,1027.0
MWMPI0010116,2025-05-30,19.0,,,19.0,0.0
MWNBM0010074,2025-05-30,6200.12,6200.15,6200.12,6200.12,105.0
MWNBS0010105,2025-05-30,331.91,343.61,331.9,338.65,32403691.0
MWNICO010014,2025-05-30,776.4,776.41,776.4,776.41,177912.0
MWNITL010091,2025-05-30,715.2,715.22,715.21,715.22,253730.0
ZAE000255360,2025-05-30,2500.03,,,2500.03,0.0
MWPCL0010053,2025-05-30,3999.98,3999.97,3999.97,3999.97,494.0
MWSTD0010041,2025-05-30,9508.03,9510.01,9510.0,9510.0,1450.0
MWSTL0010085,2025-05-30,350.0,350.01,350.01,350.01,450.0
MWTNM0010126,2025-05-30,22.99,22.98,22.98,22.98,5635.0
MWAIRT001156,2025-05-29,127.87,127.95,127.85,127.92,884474.0
MWBHL0010029,2025-05-29,14.55,,,14.55,0.0
MWFDHB001166,2025-05-29,313.78,313.73,313.63,313.67,3999787.0
MWFMB0010138,2025-05-29,934.25,999.99,900.0,985.53,11012.0
MWICON001146,2025-05-29,17.95,,,17.95,0.0
MWILLV010032,2025-05-29,1791.39,1791.44,1791.39,1791.4,148004.0
MWMPI0010116,2025-05-29,19.0,19.0,19.0,19.0,883.0
MWNBM0010074,2025-05-29,6200.17,6200.12,6200.1,6200.12,110401.0
MWNBS0010105,2025-05-29,338.54,338.25,324.0,331.91,15666947.0
MWNICO010014,2025-05-29,776.35,776.42,776.35,776.4,950814.0
MWNITL010091,2025-05-29,715.18,715.21,715.2,715.2,19908.0
ZAE000255360,2025-05-29,2500.03,,,2500.03,0.0
MWPCL0010053,2025-05-29,3999.98,3999.98,3999.97,3999.98,7950.0
MWSTD0010041,2025-05-29,9508.03,,,9508.03,0.0
MWSTL0010085,2025-05-29,350.0,,,350.0,0.0
MWTNM0010126,2025-05-29,22.99,22.99,22.98,22.99,432908.0
MWAIRT001156,2025-05-28,127.89,127.88,127.87,127.87,11947.0
MWBHL0010029,2025-05-28,14.55,14.55,14.55,14.55,5308354.0
MWFDHB001166,2025-05-28,313.8,313.78,313.74,313.78,405750.0
MWFMB0010138,2025-05-28,1000.0,1000.0,900.0,934.25,3340.0
MWICON001146,2025-05-28,17.95,17.95,17.95,17.95,4667.0
MWILLV010032,2025-05-28,1791.4,1791.39,1791.39,1791.39,192.0
MWMPI0010116,2025-05-28,19.0,,,19.0,0.0
MWNBM0010074,2025-05-28,6200.16,6200.17,6200.12,6200.17,3944953.0
MWNBS0010105,2025-05-28,339.5,339.25,338.5,338.54,3131193.0
MWNICO010014,2025-05-28,776.37,776.35,776.34,776.35,391466.0
MWNITL010091,2025-05-28,715.18,,,715.18,0.0
ZAE000255360,2025-05-28,2500.03,,,2500.03,0.0
MWPCL0010053,2025-05-28,3999.98,3999.98,3999.98,3999.98,6201831.0
MWSTD0010041,2025-05-28,9508.01,9508.03,9508.03,9508.03,8326.0
MWSTL0010085,2025-05-28,350.0,,,350.0,0.0
MWTNM0010126,2025-05-28,23.0,22.99,22.99,22.99,41369.0
MWAIRT001156,2025-05-27,127.93,127.9,127.88,127.89,46567.0
MWBHL0010029,2025-05-27,14.54,14.55,14.54,14.55,37780.0
MWFDHB001166,2025-05-27,313.89,313.86,313.74,313.8,437207.0
MWFMB0010138,2025-05-27,1000.0,1000.0,1000.0,1000.0,14563.0
MWICON001146,2025-05-27,17.95,,,17.95,0.0
MWILLV010032,2025-05-27,1791.41,1791.41,1791.4,1791.4,3105.0
MWMPI0010116,2025-05-27,18.99,19.0,18.99,19.0,102720.0
MWNBM0010074,2025-05-27,6200.14,6200.17,6200.15,6200.16,128.0
MWNBS0010105,2025-05-27,340.46,340.0,339.49,339.5,399699.0
MWNICO010014,2025-05-27,776.4,776.39,776.36,776.37,79506.0
MWNITL010091,2025-05-27,715.16,715.19,715.18,715.18,17920.0
ZAE000255360,2025-05-27,2500.03,2500.03,2500.03,2500.03,47086.0
MWPCL0010053,2025-05-27,3999.98,3999.98,3999.98,3999.98,3166.0
MWSTD0010041,2025-05-27,9504.71,9508.01,9508.01,9508.01,435.0
MWSTL0010085,2025-05-27,345.01,350.0,350.0,350.0,10947.0
MWTNM0010126,2025-05-27,23.0,23.0,22.99,23.0,6781.0
MWAIRT001156,2025-05-26,127.95,127.95,127.9,127.93,108692.0
MWBHL0010029,2025-05-26,14.55,14.54,14.54,14.54,3352.0
MWFDHB001166,2025-05-26,313.92,313.91,313.86,313.89,370167.0
MWFMB0010138,2025-05-26,989.8,1000.0,1000.0,1000.0,15493.0
MWICON001146,2025-05-26,17.95,,,17.95,0.0
MWILLV010032,2025-05-26,1791.42,1791.41,1791.41,1791.41,280.0
MWMPI0010116,2025-05-26,19.0,18.99,18.99,18.99,10102.0
MWNBM0010074,2025-05-26,6200.14,6200.14,6200.13,6200.14,8561.0
MWNBS0010105,2025-05-26,340.52,340.52,339.99,340.46,2704885.0
MWNICO010014,2025-05-26,776.43,776.42,776.39,776.4,122586.0
MWNITL010091,2025-05-26,715.16,,,715.16,0.0
ZAE000255360,2025-05-26,2500.03,,,2500.03,0.0
MWPCL0010053,2025-05-26,3999.98,3999.98,3999.98,3999.98,6000.0
MWSTD0010041,2025-05-26,9504.71,,,9504.71,0.0
MWSTL0010085,2025-05-26,345.01,,,345.01,0.0
MWTNM0010126,2025-05-26,23.0,23.0,22.99,23.0,168544.0
MWAIRT001156,2025-05-23,127.97,127.95,127.95,127.95,31988.0
MWBHL0010029,2025-05-23,14.55,,,14.55,0.0
MWFDHB001166,2025-05-23,313.95,313.93,313.91,313.92,393798.0
MWFMB0010138,2025-05-23,1003.88,1000.0,900.0,989.8,1024917.0
MWICON001146,2025-05-23,17.95,17.95,17.95,17.95,110962.0
MWILLV010032,2025-05-23,1791.45,1791.43,1791.41,1791.42,2005.0
MWMPI0010116,2025-05-23,19.0,,,19.0,0.0
MWNBM0010074,2025-05-23,6200.13,6200.14,6200.13,6200.14,1946.0
MWNBS0010105,2025-05-23,341.63,341.28,340.0,340.52,6961350.0
MWNICO010014,2025-05-23,776.47,776.45,776.43,776.43,26238.0
MWNITL010091,2025-05-23,715.15,715.18,715.16,715.16,546162.0
ZAE000255360,2025-05-23,2500.01,2500.03,2500.03,2500.03,1927.0
MWPCL0010053,2025-05-23,3999.99,3999.99,3999.98,3999.98,12602.0
MWSTD0010041,2025-05-23,9502.2,9508.0,9502.22,9504.71,5279.0
MWSTL0010085,2025-05-23,345.01,,,345.01,0.0
MWTNM0010126,2025-05-23,22.99,23.0,23.0,23.0,4517108.0
MWAIRT001156,2025-05-22,127.98,127.97,127.97,127.97,12573.0
MWBHL0010029,2025-05-22,14.55,,,14.55,0.0
MWFDHB001166,2025-05-22,314.0,313.97,313.93,313.95,101969.0
MWFMB0010138,2025-05-22,1095.0,1093.0,1000.0,1003.88,52978.0
MWICON001146,2025-05-22,17.95,17.95,17.95,17.95,1086.0
MWILLV010032,2025-05-22,1791.48,1791.45,1791.44,1791.45,1541.0
MWMPI0010116,2025-05-22,19.0,19.0,19.0,19.0,256028.0
MWNBM0010074,2025-05-22,6200.13,6200.14,6200.11,6200.13,8654.0
MWNBS0010105,2025-05-22,341.89,341.65,341.28,341.63,26743022.0
MWNICO010014,2025-05-22,776.52,776.49,776.46,776.47,21812.0
MWNITL010091,2025-05-22,715.15,,,715.15,0.0
ZAE000255360,2025-05-22,2500.01,,,2500.01,0.0
MWPCL0010053,2025-05-22,3999.99,3999.99,3999.99,3999.99,247.0
MWSTD0010041,2025-05-22,9502.12,9502.24,9502.13,9502.2,26680.0
MWSTL0010085,2025-05-22,345.01,,,345.01,0.0
MWTNM0010126,2025-05-22,22.99,23.0,22.99,22.99,4273.0
MWAIRT001156,2025-05-21,127.99,127.99,127.96,127.98,1407292.0
MWBHL0010029,2025-05-21,14.55,14.55,14.54,14.55,1217514.0
MWFDHB001166,2025-05-21,314.02,314.0,313.98,314.0,42929.0
MWFMB0010138,2025-05-21,1099.97,1095.0,1094.99,1095.0,1349.0
MWICON001146,2025-05-21,17.95,17.95,17.95,17.95,1631.0
MWILLV010032,2025-05-21,1791.48,1791.48,1791.48,1791.48,33.0
MWMPI0010116,2025-05-21,19.0,,,19.0,0.0
MWNBM0010074,2025-05-21,6200.14,6200.14,6200.12,6200.13,20311.0
MWNBS0010105,2025-05-21,342.27,342.24,341.28,341.89,3550646.0
MWNICO010014,2025-05-21,776.53,776.53,776.5,776.52,45832.0
MWNITL010091,2025-05-21,715.14,715.15,715.15,715.15,70000.0
ZAE000255360,2025-05-21,2500.01,,,2500.01,0.0
MWPCL0010053,2025-05-21,3999.99,3999.99,3999.99,3999.99,212.0
MWSTD0010041,2025-05-21,9502.12,,,9502.12,0.0
MWSTL0010085,2025-05-21,345.0,345.01,345.01,345.01,4650.0
MWTNM0010126,2025-05-21,23.0,22.99,22.99,22.99,6380.0
MWAIRT001156,2025-05-20,127.99,127.99,127.99,127.99,305.0
MWBHL0010029,2025-05-20,14.55,,,14.55,0.0
MWFDHB001166,2025-05-20,314.03,314.03,314.01,314.02,362518.0
MWFMB0010138,2025-05-20,1113.53,1100.0,1099.9,1099.97,537.0
MWICON001146,2025-05-20,17.95,,,17.95,0.0
MWILLV010032,2025-05-20,1791.51,1791.49,1791.48,1791.48,4047.0
MWMPI0010116,2025-05-20,19.0,,,19.0,0.0
MWNBM0010074,2025-05-20,6200.14,6200.14,6200.13,6200.14,7899.0
MWNBS0010105,2025-05-20,342.32,342.29,342.25,342.27,239447.0
MWNICO010014,2025-05-20,776.56,776.56,776.53,776.53,11706.0
MWNITL010091,2025-05-20,715.14,,,715.14,0.0
ZAE000255360,2025-05-20,2500.01,,,2500.01,0.0
MWPCL0010053,2025-05-20,3999.99,3999.99,3999.99,3999.99,86.0
MWSTD0010041,2025-05-20,9502.12,,,9502.12,0.0
MWSTL0010085,2025-05-20,345.0,,,345.0,0.0
MWTNM0010126,2025-05-20,23.0,23.0,23.0,23.0,17151.0
MWAIRT001156,2025-05-19,128.39,128.0,127.99,127.99,51508.0
MWBHL0010029,2025-05-19,14.55,,,14.55,0.0
MWFDHB001166,2025-05-19,314.06,314.04,314.02,314.03,43834.0
MWFMB0010138,2025-05-19,1114.62,1114.0,1112.0,1113.53,835.0
MWICON001146,2025-05-19,17.94,17.95,17.95,17.95,11448.0
MWILLV010032,2025-05-19,1791.52,1791.51,1791.5,1791.51,736.0
MWMPI0010116,2025-05-19,19.0,19.0,19.0,19.0,5155.0
MWNBM0010074,2025-05-19,6200.15,6200.14,6200.13,6200.14,9683.0
MWNBS0010105,2025-05-19,342.63,342.51,342.25,342.32,167869.0
MWNICO010014,2025-05-19,776.57,776.57,776.56,776.56,36679.0
MWNITL010091,2025-05-19,715.14,,,715.14,0.0
ZAE000255360,2025-05-19,2500.01,,,2500.01,0.0
MWPCL0010053,2025-05-19,3999.99,,,3999.99,0.0
MWSTD0010041,2025-05-19,9502.12,,,9502.12,0.0
MWSTL0010085,2025-05-19,345.0,345.0,345.0,345.0,50000.0
MWTNM0010126,2025-05-19,23.0,23.0,23.0,23.0,82401.0
MWAIRT001156,2025-05-16,128.8,128.8,127.99,128.39,519729.0
MWBHL0010029,2025-05-16,14.55,,,14.55,0.0
MWFDHB001166,2025-05-16,314.12,314.1,314.04,314.06,77476.0
MWFMB0010138,2025-05-16,1122.32,1119.9,1114.0,1114.62,5953.0
MWICON001146,2025-05-16,17.94,17.95,17.94,17.94,71797.0
MWILLV010032,2025-05-16,1791.53,1791.52,1791.52,1791.52,3862.0
MWMPI0010116,2025-05-16,19.0,,,19.0,0.0
MWNBM0010074,2025-05-16,6200.14,6200.16,6200.14,6200.15,3777.0
MWNBS0010105,2025-05-16,343.02,342.8,342.54,342.63,930110.0
MWNICO010014,2025-05-16,776.58,776.57,776.57,776.57,37796.0
MWNITL010091,2025-05-16,715.13,715.14,715.14,715.14,5000.0
ZAE000255360,2025-05-16,2500.01,,,2500.01,0.0
MWPCL0010053,2025-05-16,3999.98,3999.99,3999.99,3999.99,988.0
MWSTD0010041,2025-05-16,9502.12,,,9502.12,0.0
MWSTL0010085,2025-05-16,300.16,345.0,345.0,345.0,20000.0
MWTNM0010126,2025-05-16,23.0,23.0,23.0,23.0,1091538.0
MWAIRT001156,2025-05-15,128.79,128.83,128.8,128.8,425526.0
MWBHL0010029,2025-05-15,14.55,,,14.55,0.0
MWFDHB001166,2025-05-15,314.17,314.14,314.1,314.12,103597.0
MWFMB0010138,2025-05-15,1122.44,1122.35,1122.19,1122.32,11229.0
MWICON001146,2025-05-15,17.95,17.94,17.94,17.94,23049.0
MWILLV010032,2025-05-15,1791.55,1791.55,1791.52,1791.53,588.0
MWMPI0010116,2025-05-15,19.0,,,19.0,0.0
MWNBM0010074,2025-05-15,6200.14,6200.14,6200.13,6200.14,2859.0
MWNBS0010105,2025-05-15,343.44,343.37,342.8,343.02,433706.0
MWNICO010014,2025-05-15,776.6,776.6,776.57,776.58,24658.0
MWNITL010091,2025-05-15,715.13,,,715.13,0.0
ZAE000255360,2025-05-15,2500.01,,,2500.01,0.0
MWPCL0010053,2025-05-15,3999.99,3999.99,3999.97,3999.98,2741.0
MWSTD0010041,2025-05-15,9502.06,9502.12,9502.11,9502.12,1642.0
MWSTL0010085,2025-05-15,300.16,,,300.16,0.0
MWTNM0010126,2025-05-15,23.0,23.0,23.0,23.0,2045350.0
MWAIRT001156,2025-05-13,128.83,128.83,128.28,128.79,34321.0
MWBHL0010029,2025-05-13,14.55,,,14.55,0.0
MWFDHB001166,2025-05-13,314.22,314.2,314.12,314.17,1104902.0
MWFMB0010138,2025-05-13,1122.9,1122.6,1122.34,1122.44,6047.0
MWICON001146,2025-05-13,17.95,17.95,17.95,17.95,635009.0
MWILLV010032,2025-05-13,1791.55,1791.55,1791.55,1791.55,4386.0
MWMPI0010116,2025-05-13,19.0,,,19.0,0.0
MWNBM0010074,2025-05-13,6200.13,6200.14,6200.13,6200.14,4101.0
MWNBS0010105,2025-05-13,343.46,343.53,343.38,343.44,1402865.0
MWNICO010014,2025-05-13,776.65,776.65,776.59,776.6,242413.0
MWNITL010091,2025-05-13,715.12,715.13,715.13,715.13,3000.0
ZAE000255360,2025-05-13,2500.01,,,2500.01,0.0
MWPCL0010053,2025-05-13,3999.99,3999.99,3999.99,3999.99,7383.0
